cell_id,donor,condition,state,x_um,y_um,rna_a,rna_b,embed_x,embed_y
D06-perturbed-030,D06,perturbed,S3,585.099,109.416,1.4234,0.2505,3.9337,0.449
D06-perturbed-031,D06,perturbed,S3,465.245,36.16,1.5804,0.1774,4.6816,0.5743
D06-perturbed-032,D06,perturbed,S1,675.788,400.535,0.3283,1.3533,-0.2293,-0.322
D06-perturbed-033,D06,perturbed,S3,605.204,418.865,2.3796,0.2107,3.6336,-0.2824
D06-perturbed-034,D06,perturbed,S2,470.868,99.682,1.4159,1.0622,2.2644,2.1728
D06-perturbed-035,D06,perturbed,S3,374.237,58.329,1.55,0.5669,4.4861,0.8412
D06-perturbed-036,D06,perturbed,S2,192.743,166.216,1.2539,0.6371,1.9285,2.9032
D06-perturbed-037,D06,perturbed,S1,426.939,451.782,0.8479,1.7131,-0.356,-0.263
D06-perturbed-038,D06,perturbed,S3,636.125,256.593,1.5693,0.4851,4.4623,-0.8849
D06-perturbed-039,D06,perturbed,S1,92.512,299.127,0.7298,0.934,-0.4828,0.6699
D06-perturbed-040,D06,perturbed,S2,644.95,72.886,1.6925,0.5447,2.4902,2.7507
D06-perturbed-041,D06,perturbed,S3,414.584,354.732,1.9261,0.9297,4.4606,-0.7461
D06-perturbed-042,D06,perturbed,S1,259.79,338.662,1.4455,1.7579,-0.8812,0.4507
D06-perturbed-043,D06,perturbed,S2,97.313,44.066,1.5314,1.4423,2.6732,1.9671
D06-perturbed-044,D06,perturbed,S1,470.315,184.079,1.0023,1.6863,-0.574,0.3056
D06-perturbed-045,D06,perturbed,S2,679.143,106.213,1.2286,0.8665,1.7932,2.6016
D06-perturbed-046,D06,perturbed,S2,792.41,470.346,1.4715,1.7578,1.3584,1.5005
D06-perturbed-047,D06,perturbed,S2,724.967,472.96,0.6528,1.2467,2.9574,2.462
D06-perturbed-048,D06,perturbed,S1,137.098,225.335,0.7337,1.3091,-0.0863,-0.0729
D06-perturbed-049,D06,perturbed,S3,446.656,286.78,1.966,0.1583,4.1834,0.4441
D06-perturbed-050,D06,perturbed,S2,651.328,380.348,0.958,0.7769,1.9677,2.8703
D06-perturbed-051,D06,perturbed,S2,53.323,274.272,2.0516,1.6914,2.513,2.5272
D06-perturbed-052,D06,perturbed,S1,230.018,283.424,0.8572,1.3379,0.2276,0.6188
D06-perturbed-053,D06,perturbed,S1,795.347,0.024,1.1006,1.59,-0.1503,-0.3346
D06-perturbed-054,D06,perturbed,S3,491.495,143.446,1.8715,0.5921,4.3519,0.0423
D06-perturbed-055,D06,perturbed,S2,604.18,151.507,0.6795,1.9103,2.0389,1.3496
D06-perturbed-056,D06,perturbed,S2,217.338,109.546,1.5846,1.4014,1.6067,1.3034
D06-perturbed-057,D06,perturbed,S1,707.009,480.259,1.2567,1.3369,-0.7942,-1.0259
D06-perturbed-058,D06,perturbed,S1,191.196,352.286,0.8022,1.5542,0.5157,0.0956
D06-perturbed-059,D06,perturbed,S1,676.998,201.634,1.0637,2.0035,-1.1517,0.5011
D06-perturbed-060,D06,perturbed,S3,123.686,42.343,1.7462,0.8046,3.4708,1.3271
D06-perturbed-061,D06,perturbed,S2,687.172,411.705,1.3623,0.8927,2.9618,3.0581
D06-perturbed-062,D06,perturbed,S2,458.873,17.212,2.0001,0.7961,0.9227,2.0453
D06-perturbed-063,D06,perturbed,S2,338.564,202.654,0.9964,1.4732,1.9571,1.36
D06-perturbed-064,D06,perturbed,S3,39.764,449.42,1.5474,0.444,4.4488,-0.778
D06-perturbed-065,D06,perturbed,S3,753.015,389.958,2.416,0.1401,4.0634,-0.1947
D06-perturbed-066,D06,perturbed,S2,627.928,403.868,1.4224,1.251,1.6205,1.422
D06-perturbed-067,D06,perturbed,S1,43.981,130.565,1.0999,1.6241,-0.6325,-0.0395
D06-perturbed-068,D06,perturbed,S1,691.64,499.459,0.7916,1.453,0.5921,-0.0608
D06-perturbed-069,D06,perturbed,S1,517.009,9.462,0.743,2.1484,-0.1939,-0.7109
D06-perturbed-070,D06,perturbed,S1,631.011,303.416,0.6358,1.4981,0.3192,0.667
D06-perturbed-071,D06,perturbed,S3,28.13,294.255,1.4939,0.4486,4.0181,-0.1233
D06-perturbed-072,D06,perturbed,S1,619.677,154.589,0.711,1.6506,-0.2524,-0.1529
D06-perturbed-073,D06,perturbed,S1,797.204,444.464,0.4566,1.8724,0.1367,-0.8775
D06-perturbed-074,D06,perturbed,S1,428.304,413.477,0.5608,1.7958,-0.507,-0.1326
D06-perturbed-075,D06,perturbed,S1,584.004,6.302,1.4798,1.9032,0.0877,-0.6064
D06-perturbed-076,D06,perturbed,S3,59.837,20.842,1.2602,0.6835,3.5679,-0.2487
D06-perturbed-077,D06,perturbed,S3,31.108,238.039,2.4939,0.4914,4.1263,-0.879
D06-perturbed-078,D06,perturbed,S2,434.495,459.381,1.3448,0.798,2.6056,1.4766
D06-perturbed-079,D06,perturbed,S3,209.562,83.886,1.9677,0.5882,4.0226,0.3697
D07-control-000,D07,control,S2,745.387,84.797,2.0431,2.0575,2.992,1.3757
D07-control-001,D07,control,S2,429.566,273.189,0.7627,1.5577,2.543,1.5964
D07-control-002,D07,control,S2,105.332,222.147,1.3828,1.0693,2.2643,1.3138
D07-control-003,D07,control,S2,416.479,398.707,1.5171,0.6767,2.4301,2.1008
D07-control-004,D07,control,S1,757.715,416.806,0.9887,2.1976,-0.8418,-0.5059
D07-control-005,D07,control,S3,720.483,6.519,1.084,1.3661,4.0649,0.0077
D07-control-006,D07,control,S3,350.447,401.655,2.5439,0.1174,4.6983,-0.5513
D07-control-007,D07,control,S2,435.722,372.247,1.576,1.4571,1.6326,2.0392
D07-control-008,D07,control,S2,750.543,128.572,1.4941,1.7042,2.0619,1.6766
D07-control-009,D07,control,S1,129.643,67.792,0.5191,2.341,0.0641,-0.037
D07-control-010,D07,control,S2,133.552,423.561,1.7643,1.0332,2.1704,1.2342
D07-control-011,D07,control,S3,184.19,341.404,2.0925,0.7102,4.4379,0.598
D07-control-012,D07,control,S2,365.5,482.332,1.1247,1.608,1.3418,1.5545
D07-control-013,D07,control,S2,8.345,158.788,1.7733,1.646,2.1777,0.9075
D07-control-014,D07,control,S1,737.237,480.615,0.1591,1.7301,0.1619,0.2
D07-control-015,D07,control,S1,6.291,337.453,0.8763,2.3241,-0.0891,-0.4275
D07-control-016,D07,control,S1,643.222,469.914,1.4169,2.6446,-0.2197,-0.687
D07-control-017,D07,control,S1,537.268,370.733,1.0064,1.9418,-0.3421,-0.3365
D07-control-018,D07,control,S1,767.353,378.494,0.5985,2.534,-0.0552,0.4845
D07-control-019,D07,control,S3,268.443,372.22,1.4554,0.6276,3.7365,-0.2894
D07-control-020,D07,control,S1,706.88,8.057,0.1372,2.4091,1.339,0.1907
D07-control-021,D07,control,S2,371.574,223.21,1.3674,1.3649,2.6934,3.3577
D07-control-022,D07,control,S2,477.491,317.083,1.1395,1.4649,2.1066,1.9659
D07-control-023,D07,control,S1,53.692,45.021,1.2212,2.4876,0.198,-0.6305
D07-control-024,D07,control,S2,456.326,249.24,1.2416,2.175,2.1298,2.333
D07-control-025,D07,control,S3,423.648,56.068,2.1447,0.9042,3.9225,0.3635
D07-control-026,D07,control,S3,1.644,375.114,1.7651,0.9843,4.7078,0.3062
D07-control-027,D07,control,S1,345.845,31.061,1.0719,2.1011,0.2753,0.3524
D07-control-028,D07,control,S1,496.729,122.605,1.305,2.1515,0.2939,-0.513
D07-control-029,D07,control,S1,239.942,104.341,0.6585,1.7813,-0.1201,-0.4026
D07-control-030,D07,control,S1,55.558,267.149,1.1649,1.9514,-0.5704,-0.1855
D07-control-031,D07,control,S3,211.048,475.967,1.4069,0.4872,3.8181,1.5435
D07-control-032,D07,control,S1,257.012,199.422,0.3845,1.9586,-0.5631,0.1471
D07-control-033,D07,control,S3,126.416,216.07,1.8818,0.9586,4.3984,0.9292
D07-control-034,D07,control,S3,594.465,212.982,1.6451,0.9703,4.9169,0.2786
D07-control-035,D07,control,S2,656.811,300.571,1.3518,0.7933,1.5753,1.7199
D07-control-036,D07,control,S1,240.575,266.483,0.7213,2.5639,0.6944,-0.177
D07-control-037,D07,control,S2,671.759,281.548,0.9932,1.5598,1.8815,2.0584
D07-control-038,D07,control,S2,349.321,268.786,0.9761,1.3823,2.0687,2.8001
D07-control-039,D07,control,S3,633.458,453.342,1.5966,0.5696,4.2232,0.1282
D07-control-040,D07,control,S3,16.093,289.86,1.9104,0.862,4.4889,0.2576
D07-control-041,D07,control,S2,363.886,390.466,1.3151,1.2709,2.7773,2.2974
D07-control-042,D07,control,S1,119.022,77.101,0.0378,1.7126,0.0345,-0.2498
D07-control-043,D07,control,S2,177.663,250.36,1.4151,1.4951,1.7598,3.2156
D07-control-044,D07,control,S2,575.031,93.519,1.5783,1.7161,0.9771,1.3757
D07-control-045,D07,control,S1,784.555,335.77,1.0134,1.8319,-0.8858,-0.3068
D07-control-046,D07,control,S2,553.383,446.769,1.4497,1.451,1.7142,2.068
D07-control-047,D07,control,S1,565.546,167.829,0.6762,1.6844,-0.4001,-0.7323
D07-control-048,D07,control,S2,94.118,403.441,1.0912,1.2265,1.3734,2.0123
D07-control-049,D07,control,S2,215.515,83.475,1.4751,1.404,2.3037,0.8044
D07-control-050,D07,control,S1,368.216,45.009,0.5769,2.2653,0.0969,0.7867
D07-control-051,D07,control,S1,267.27,13.818,0.2859,1.7219,0.6911,0.5317
D07-control-052,D07,control,S1,749.415,63.344,0.7555,2.4144,-0.0956,0.5072
D07-control-053,D07,control,S3,606.236,113.65,1.8857,0.5845,4.5446,0.2546
D07-control-054,D07,control,S1,475.572,223.15,0.9584,2.164,0.0982,-0.968
D07-control-055,D07,control,S1,581.942,443.166,0.6592,1.6145,0.2335,-0.5249
D07-control-056,D07,control,S3,527.733,365.041,1.6741,0.4744,3.9482,0.3973
D07-control-057,D07,control,S2,239.732,337.65,1.3055,1.2151,2.0917,3.0071
D07-control-058,D07,control,S1,92.962,137.547,0.74,1.4243,-0.0462,0.5837
D07-control-059,D07,control,S2,369.838,494.32,1.3125,1.5801,2.0847,2.1634
D07-control-060,D07,control,S3,193.101,101.427,2.1473,0.8704,4.5984,-0.0153
D07-control-061,D07,control,S2,254.559,321.519,0.5934,1.808,1.2933,2.4156
D07-control-062,D07,control,S1,767.662,487.414,0.7614,1.6999,0.7126,-0.1435
D07-control-063,D07,control,S1,487.36,407.466,1.1973,1.5706,0.7734,0.2959
D07-control-064,D07,control,S3,77.301,106.265,1.6388,0.618,4.1566,0.23
D07-control-065,D07,control,S2,127.193,19.99,1.0763,1.3728,2.0198,2.4945
D07-control-066,D07,control,S2,151.85,257.043,1.3258,1.3872,1.6966,1.5119
D07-control-067,D07,control,S2,502.046,398.886,1.3266,1.5683,2.3108,2.0961
D07-control-068,D07,control,S2,437.047,494.768,1.5105,1.3668,2.388,2.1689
D07-control-069,D07,control,S1,95.727,197.974,0.7967,1.8396,0.0541,0.8551
D07-control-070,D07,control,S3,306.299,79.075,1.5187,0.9994,4.5745,0.4555
D07-control-071,D07,control,S1,188.978,180.56,0.7442,1.9673,-0.4932,0.2017
D07-control-072,D07,control,S1,533.259,1.949,0.6479,2.083,0.8331,0.403
D07-control-073,D07,control,S3,96.248,386.103,1.363,0.922,3.9809,0.8991
D07-control-074,D07,control,S3,181.107,358.857,1.4099,0.6519,3.9298,-0.5007
D07-control-075,D07,control,S3,393.088,26.136,2.3707,0.2579,5.0104,-0.4659
D07-control-076,D07,control,S3,410.314,168.593,1.8848,0.9596,4.9332,-0.3648
D07-control-077,D07,control,S1,327.156,367.19,1.1258,1.7542,0.2248,-0.9975
D07-control-078,D07,control,S3,233.89,250.755,1.5547,1.5476,4.0656,-0.7069
D07-control-079,D07,control,S3,317.499,411.769,1.2441,0.7604,3.6162,1.2768
D07-perturbed-000,D07,perturbed,S1,384.765,232.372,1.2485,1.4795,-1.4041,0.069
D07-perturbed-001,D07,perturbed,S3,363.983,150.306,2.4957,1.4711,3.7177,1.011
D07-perturbed-002,D07,perturbed,S2,144.061,406.091,1.3616,1.068,2.3579,2.4004
D07-perturbed-003,D07,perturbed,S1,243.599,453.469,0.6532,2.3278,1.1916,0.0979
D07-perturbed-004,D07,perturbed,S1,110.877,228.569,0.755,1.7188,0.3855,0.644
D07-perturbed-005,D07,perturbed,S3,603.661,268.584,2.0036,0.7902,3.6112,0.5063
D07-perturbed-006,D07,perturbed,S3,314.057,51.185,2.0663,0.2861,4.5621,-0.715
D07-perturbed-007,D07,perturbed,S1,670.88,357.59,1.0036,1.8399,-0.2508,-0.0741
D07-perturbed-008,D07,perturbed,S1,42.604,392.992,1.4479,1.834,0.7291,0.078
D07-perturbed-009,D07,perturbed,S1,292.23,408.994,1.2168,2.6555,-0.4686,0.34
D07-perturbed-010,D07,perturbed,S2,606.653,421.492,0.8405,1.988,1.983,2.3578
D07-perturbed-011,D07,perturbed,S3,44.349,143.914,2.4036,0.9483,5.0035,-0.2529
D07-perturbed-012,D07,perturbed,S2,368.536,155.88,1.4905,1.256,1.9401,2.6075
D07-perturbed-013,D07,perturbed,S2,591.94,462.198,1.5687,1.9759,1.8538,1.4919
D07-perturbed-014,D07,perturbed,S2,287.864,150.199,1.617,1.0923,1.9554,2.4172
D07-perturbed-015,D07,perturbed,S3,261.079,448.521,2.6399,0.0621,4.3354,0.0688
D07-perturbed-016,D07,perturbed,S1,242.19,238.696,1.2703,1.6042,-0.0516,-0.0805
D07-perturbed-017,D07,perturbed,S2,301.558,191.031,1.89,1.6887,1.7772,1.9283
D07-perturbed-018,D07,perturbed,S3,613.594,229.148,2.2634,0.8114,4.4654,0.1382
D07-perturbed-019,D07,perturbed,S3,113.403,193.825,2.2671,1.0337,4.0102,-0.2138
D07-perturbed-020,D07,perturbed,S1,470.498,13.955,0.7549,1.8687,-0.8528,-0.6366
D07-perturbed-021,D07,perturbed,S3,715.431,257.402,2.0697,1.1104,4.1018,0.1029
D07-perturbed-022,D07,perturbed,S1,373.681,473.919,0.3661,2.0818,0.5444,-0.2875
D07-perturbed-023,D07,perturbed,S2,322.276,115.039,1.5928,1.5891,1.644,2.7356
D07-perturbed-024,D07,perturbed,S2,41.765,45.381,1.5505,1.5391,2.7749,3.0845
D07-perturbed-025,D07,perturbed,S3,311.23,167.242,1.5479,0.9374,4.0287,0.1151
D07-perturbed-026,D07,perturbed,S3,436.997,30.14,1.6745,0.7752,4.1437,0.0794
D07-perturbed-027,D07,perturbed,S3,321.281,222.961,2.2388,1.2043,4.094,0.3874
D07-perturbed-028,D07,perturbed,S1,454.829,91.034,0.9813,2.1628,-0.1849,-0.114
D07-perturbed-029,D07,perturbed,S3,704.754,318.295,2.0864,1.4095,4.7167,-1.4328
D07-perturbed-030,D07,perturbed,S1,304.122,132.116,0.4742,2.1798,0.6077,0.5472
D07-perturbed-031,D07,perturbed,S3,31.658,359.04,1.6023,1.1005,4.297,0.1634
D07-perturbed-032,D07,perturbed,S1,338.413,354.477,1.7268,2.5564,-1.7792,-0.8611
D07-perturbed-033,D07,perturbed,S2,278.882,140.009,1.7652,1.2468,1.616,1.619
D07-perturbed-034,D07,perturbed,S1,560.082,151.033,1.0422,2.3754,0.1805,-0.2846
D07-perturbed-035,D07,perturbed,S1,207.53,185.917,1.2106,1.6897,0.5543,-0.1379
D07-perturbed-036,D07,perturbed,S2,7.369,320.698,1.2392,1.7499,2.4456,2.2825
D07-perturbed-037,D07,perturbed,S2,320.985,339.406,1.5498,1.8098,1.656,2.851
D07-perturbed-038,D07,perturbed,S2,537.46,163.183,1.9173,1.0675,1.1626,2.3713
D07-perturbed-039,D07,perturbed,S3,569.415,361.143,1.7821,1.0243,4.1042,-1.239
D07-perturbed-040,D07,perturbed,S3,448.75,325.54,1.9687,0.6898,3.8322,0.594
D07-perturbed-041,D07,perturbed,S2,629.549,221.092,0.7487,1.1253,2.4538,2.2652
D07-perturbed-042,D07,perturbed,S3,112.504,446.006,2.2059,0.8226,3.7598,-1.112
D07-perturbed-043,D07,perturbed,S1,580.57,371.538,0.7727,2.1181,-0.2295,0.0017
D07-perturbed-044,D07,perturbed,S1,110.7,275.248,1.3708,2.2269,-0.2742,0.5926
D07-perturbed-045,D07,perturbed,S1,258.573,274.142,1.0624,1.9375,-0.5323,0.4775
D07-perturbed-046,D07,perturbed,S1,259.361,470.151,0.5294,1.9709,-0.3468,-0.4399
D07-perturbed-047,D07,perturbed,S3,480.82,128.031,1.9211,1.1736,4.2039,-0.4673
D07-perturbed-048,D07,perturbed,S1,773.473,140.762,0.9883,1.7035,-0.7816,-0.2362
D07-perturbed-049,D07,perturbed,S1,468.203,44.038,0.601,1.5229,0.2331,0.5518
D07-perturbed-050,D07,perturbed,S2,660.185,265.666,1.9446,1.4509,1.4297,2.2155
D07-perturbed-051,D07,perturbed,S2,96.057,407.623,1.9067,0.942,1.8901,1.842
D07-perturbed-052,D07,perturbed,S3,377.085,55.699,1.8339,0.9061,4.9859,-0.806
D07-perturbed-053,D07,perturbed,S2,292.955,431.862,1.7358,1.6434,2.4677,1.9962
D07-perturbed-054,D07,perturbed,S3,700.211,494.942,1.8165,0.6142,4.4124,-0.1588
D07-perturbed-055,D07,perturbed,S2,105.253,361.336,1.4704,1.1525,2.0896,2.607
D07-perturbed-056,D07,perturbed,S1,419.203,13.845,0.9963,1.8458,0.376,0.3805
D07-perturbed-057,D07,perturbed,S2,510.914,115.005,1.6907,1.1049,1.7965,2.5195
D07-perturbed-058,D07,perturbed,S1,305.878,285.09,1.8646,1.9196,-0.3388,0.6448
D07-perturbed-059,D07,perturbed,S3,40.851,61.597,2.1068,1.504,4.0113,0.4918
D07-perturbed-060,D07,perturbed,S3,681.685,54.207,2.2395,0.8792,3.9679,0.5378
D07-perturbed-061,D07,perturbed,S2,627.523,155.68,1.5189,1.7343,1.5795,1.7679
D07-perturbed-062,D07,perturbed,S1,304.358,343.968,1.5524,1.3929,0.3067,0.2022
D07-perturbed-063,D07,perturbed,S3,678.933,235.315,2.1845,1.059,4.4236,-0.0415
D07-perturbed-064,D07,perturbed,S1,8.086,270.47,0.4856,2.6551,-0.4985,0.4934
D07-perturbed-065,D07,perturbed,S2,180.54,81.404,1.4957,1.2847,1.8943,2.7615
D07-perturbed-066,D07,perturbed,S3,11.006,275.921,2.555,0.8797,4.5194,-0.1814
D07-perturbed-067,D07,perturbed,S1,10.825,389.014,0.8817,1.9001,0.7672,0.9485
D07-perturbed-068,D07,perturbed,S1,157.313,141.768,0.9688,1.9734,-0.8973,-0.3982
D07-perturbed-069,D07,perturbed,S1,507.869,190.214,0.612,2.1261,-0.1152,0.3114
D07-perturbed-070,D07,perturbed,S2,799.48,423.531,1.3994,1.2605,1.4066,2.9797
D07-perturbed-071,D07,perturbed,S1,351.189,76.512,1.4593,2.3755,0.0546,0.8817
D07-perturbed-072,D07,perturbed,S2,480.679,353.178,1.9064,0.9218,2.4542,3.0322
D07-perturbed-073,D07,perturbed,S2,501.525,193.952,1.6033,1.6018,2.6484,0.9308
D07-perturbed-074,D07,perturbed,S2,414.394,389.716,1.6128,0.5523,1.51,1.188
D07-perturbed-075,D07,perturbed,S2,616.747,457.341,1.8845,1.0733,1.8745,1.7287
D07-perturbed-076,D07,perturbed,S2,39.661,212.684,1.8236,1.3273,2.0289,1.9307
D07-perturbed-077,D07,perturbed,S2,731.93,199.137,1.2635,1.4955,0.6568,2.0501
D07-perturbed-078,D07,perturbed,S1,638.108,15.025,1.6113,2.9729,1.0873,-0.0374
D07-perturbed-079,D07,perturbed,S2,50.077,273.648,1.4163,1.1841,2.3789,2.0709
D08-control-000,D08,control,S2,687.118,378.934,0.7634,0.5211,1.7476,2.4111
D08-control-001,D08,control,S1,199.695,305.727,0.9889,1.256,0.5373,-0.695
D08-control-002,D08,control,S1,214.726,260.096,0.534,2.2126,0.5694,-0.2783
D08-control-003,D08,control,S2,324.111,412.461,0.7792,0.2814,2.4577,2.1223
D08-control-004,D08,control,S3,447.519,245.467,1.5976,0,4.4821,-0.6677
D08-control-005,D08,control,S1,721.402,393.888,0,1.6196,-0.9858,0.1
D08-control-006,D08,control,S2,378.39,330.054,0.8323,1.0304,2.6127,1.5533
D08-control-007,D08,control,S2,105.389,183.54,0.6209,1.3359,3.3728,2.1887
D08-control-008,D08,control,S2,11.902,335.39,1.2211,0.9876,1.5895,1.7974
D08-control-009,D08,control,S2,540.526,346.145,0.7775,1.1109,1.3427,1.7063
D08-control-010,D08,control,S1,757.121,215.24,0.7367,1.1681,-0.7964,-0.5019
D08-control-011,D08,control,S1,656.723,434.674,0.1936,1.403,-0.0105,0.5809
D08-control-012,D08,control,S1,475.831,415.266,0.8662,1.595,-0.2097,-0.1028
D08-control-013,D08,control,S3,15.346,16.676,1.5493,0.4032,4.5461,0.2567
D08-control-014,D08,control,S3,702.329,320.072,1.4692,0.3424,5.5279,0.2482
D08-control-015,D08,control,S3,595.753,373.789,1.1593,0.3641,4.0732,1.9471
D08-control-016,D08,control,S1,513.024,59.164,0.0079,0.7713,0.7185,0.1973
D08-control-017,D08,control,S2,565.866,315.614,0.7853,1.1439,1.6473,1.9761
D08-control-018,D08,control,S1,556.565,484.162,0.0791,1.9511,0.0619,-0.86
D08-control-019,D08,control,S1,593.998,132.366,0.4364,1.5235,-0.3336,-0.0467
D08-control-020,D08,control,S2,296.52,155.683,0.4452,0.5032,2.3524,2.4674
D08-control-021,D08,control,S3,370.282,264.463,1.3859,0.1484,4.7423,0.1605
D08-control-022,D08,control,S1,135.766,44.161,0.2823,1.8374,-0.651,-0.9983
D08-control-023,D08,control,S3,328.765,28.008,1.64,0.6559,4.3211,0.0427
D08-control-024,D08,control,S1,373.065,17.365,0.1883,1.8307,-0.2176,-0.1731
D08-control-025,D08,control,S2,789.953,57.33,0.8844,1.0144,2.0481,1.3613
D08-control-026,D08,control,S1,364.757,267.223,0.3357,0.9756,0.5373,0.7567
D08-control-027,D08,control,S1,76.911,32.411,0.1864,1.5513,-0.0062,-0.9888
D08-control-028,D08,control,S2,700.665,158.718,0.6277,0.7485,2.076,1.3193
D08-control-029,D08,control,S3,443.405,127.859,1.4914,0,3.6013,-0.926
D08-control-030,D08,control,S2,543.022,412.805,0.5653,1.0866,2.9984,2.8731
D08-control-031,D08,control,S2,622.023,181.899,1.3345,0.4448,1.9413,1.671
D08-control-032,D08,control,S1,585.658,335.054,0.1796,0.8766,-1.0778,0.9688
D08-control-033,D08,control,S2,546.416,394.863,1.6056,1.4748,2.5482,2.016
D08-control-034,D08,control,S1,1.028,427.648,0.3067,1.7363,1.3498,0.9261
D08-control-035,D08,control,S1,718.844,86.611,0.3759,1.5472,0.2288,-0.1302
D08-control-036,D08,control,S1,674.567,166.864,0.3838,1.6786,-0.5398,0.2133
D08-control-037,D08,control,S1,741.306,73.688,0.5866,1.7403,-0.8707,-0.1881
D08-control-038,D08,control,S1,376.734,266.386,0.8531,1.1188,-0.6521,0.1241
D08-control-039,D08,control,S3,713.271,308.203,1.6004,0.3766,4.8694,0.3352
D08-control-040,D08,control,S3,47.403,493.596,1.3987,0.3687,4.5567,-0.0007
D08-control-041,D08,control,S2,292.555,264.034,0.0976,1.1781,2.5853,2.13
D08-control-042,D08,control,S1,126.94,260.78,1.0534,0.8962,0.3978,-0.7318
D08-control-043,D08,control,S3,353.326,449.68,1.2864,0,4.7488,0.0915
D08-control-044,D08,control,S3,454.532,116.716,0.7957,0.2011,4.4853,0.0447
D08-control-045,D08,control,S3,641.767,70.446,1.2646,0,4.675,-0.3061
D08-control-046,D08,control,S2,312.41,448.499,0.6184,1.1423,2.601,1.3163
D08-control-047,D08,control,S3,243.992,101.688,0.9992,0.2976,3.7704,0.559
D08-control-048,D08,control,S1,313.991,145.75,0.5545,1.6085,-0.3858,-0.775
D08-control-049,D08,control,S1,276.801,478.407,0.1615,1.4777,0.268,0.0066
D08-control-050,D08,control,S1,513.978,216.39,0.4561,1.762,0.4604,0.442
D08-control-051,D08,control,S2,176.085,381.766,1.2536,0.8074,2.0756,1.6544
D08-control-052,D08,control,S2,656.974,55.073,0.6827,0.6797,2.4798,1.6792
D08-control-053,D08,control,S1,324.181,308.531,0.5368,1.3088,0.4246,-0.4179
D08-control-054,D08,control,S2,500.137,76.266,0.9067,0.352,2.0993,2.2436
D08-control-055,D08,control,S1,285.99,206.044,0,1.3228,0.5439,0.2492
D08-control-056,D08,control,S3,538.032,43.32,0.6471,0.0886,5.0376,0.2979
D08-control-057,D08,control,S1,99.185,167.286,0.3759,1.5547,-0.5366,0.3198
D08-control-058,D08,control,S2,422.895,53.176,0.3601,0.631,1.3957,2.4626
D08-control-059,D08,control,S1,776.002,150.99,0.4756,1.6766,0.0801,-0.3513
D08-control-060,D08,control,S2,466.091,402.317,0.8088,0.896,3.2113,2.8842
D08-control-061,D08,control,S3,675.916,29.513,0.925,0.0538,3.8358,1.3302
D08-control-062,D08,control,S3,269.848,343.686,1.1695,0.0882,3.9423,0.0068
D08-control-063,D08,control,S2,279.357,23.296,0.2011,1.0353,1.9089,1.6967
D08-control-064,D08,control,S1,80.919,403.428,0.3595,1.0676,0.0623,0.4027
D08-control-065,D08,control,S1,427.297,453.152,0.5448,2.1685,0.6081,-0.2534
D08-control-066,D08,control,S1,326.129,115.287,0.096,1.2586,0.3223,0.0962
D08-control-067,D08,control,S2,784.25,339.346,1.4054,1.2744,2.0023,2.1196
D08-control-068,D08,control,S2,616.509,360.588,1.0005,1.0656,2.7727,0.8791
D08-control-069,D08,control,S2,353.644,123.139,0.482,0.927,2.5687,2.8621
D08-control-070,D08,control,S2,84.99,10.199,0.9005,0.9028,2.5944,1.3724
D08-control-071,D08,control,S2,778.376,310.535,1.0128,1.5169,1.6439,1.5158
D08-control-072,D08,control,S3,224.482,415.611,0.8849,0,3.2504,0.8634
D08-control-073,D08,control,S1,396.734,471.924,0.8831,1.828,0.002,-0.1743
D08-control-074,D08,control,S1,574.086,471.774,0.2825,1.1625,0.0576,-0.7112
D08-control-075,D08,control,S1,274.282,346.845,0,1.4048,-0.1463,0.663
D08-control-076,D08,control,S2,656.939,261.906,0.9643,0.506,1.9604,1.4874
D08-control-077,D08,control,S1,799.173,490.913,0.2176,1.1272,-0.9071,-0.3116
D08-control-078,D08,control,S1,241.943,328.262,0,2.0055,0.4385,0.4482
D08-control-079,D08,control,S1,294.145,13.376,0.3417,1.6388,0.158,-0.3325
D08-perturbed-000,D08,perturbed,S2,644.783,219.651,1.4044,0.6083,1.9269,2.3718
D08-perturbed-001,D08,perturbed,S2,601.446,330.181,1.6727,1.5426,2.0036,2.1861
D08-perturbed-002,D08,perturbed,S3,396.762,397.586,1.605,0.5234,4.5091,0.1968
D08-perturbed-003,D08,perturbed,S2,256.284,379.211,1.9772,0.7858,1.7518,2.6434
D08-perturbed-004,D08,perturbed,S2,298.139,315.642,1.1457,0.3187,3.0384,3.354
D08-perturbed-005,D08,perturbed,S1,417.419,466.31,0.7653,0.9698,-0.2303,-0.3003
D08-perturbed-006,D08,perturbed,S1,580.452,167.382,0.7541,1.5096,0.1876,-1.7029
D08-perturbed-007,D08,perturbed,S3,371.425,69.949,1.6835,0.7102,4.1806,-0.5387
D08-perturbed-008,D08,perturbed,S3,566.944,485.952,1.7283,0.0631,4.7128,0.3473
D08-perturbed-009,D08,perturbed,S1,713.114,237.4,0.478,1.4505,0.3075,-0.1221
D08-perturbed-010,D08,perturbed,S3,323.12,275.956,1.9851,0.4683,3.8174,-0.2348
D08-perturbed-011,D08,perturbed,S1,725.655,206.431,0,0.9172,0.0092,-0.1936
D08-perturbed-012,D08,perturbed,S2,540.362,412.456,1.2368,0.2584,2.4807,2.4152
D08-perturbed-013,D08,perturbed,S2,745.77,99.769,1.5342,1.0683,1.5418,2.4109
