donor,condition,cell_id,state,x_um,y_um,radial_offset_um,rna_epithelial,rna_stromal,rna_boundary,atac,protein,invariant
D11,C,D11-C-0077,Epithelial-like,983.806,615.489,-154.106,2.09843,0.02,0.85557,0.71455,0.65219,1.06557
D11,C,D11-C-0078,Stromal-like,942.565,912.907,157.217,0.49819,1.86881,1.06795,0.58055,0.21766,1.25756
D11,C,D11-C-0079,Stromal-like,1361.855,695.3,103.961,0.02,1.72999,0.59691,0.6722,0.16891,1.69443
D11,C,D11-C-0080,Stromal-like,836.015,476.493,-265.737,0.39151,1.32143,0.8543,0.72419,0.55573,1.02741
D11,C,D11-C-0081,Stromal-like,835.869,876.203,111.252,0.25518,1.88202,0.72365,0.80165,0.68425,1.46311
D11,C,D11-C-0082,Stromal-like,347.698,809.707,179.104,0.15403,1.2992,0.96307,0.74538,1.11559,1.06636
D11,C,D11-C-0083,Immune-like,1094.363,226.565,57.977,0.02,0.37083,1.18004,0.78838,0.73784,0.75797
D11,C,D11-C-0084,Immune-like,473.067,476.482,-44.032,0.34384,0.41392,1.53193,1.05123,0.69031,0.79805
D11,C,D11-C-0085,Epithelial-like,578.407,875.641,150.242,1.75006,0.26206,0.7852,0.63487,0.8197,1.04467
D11,C,D11-C-0086,Epithelial-like,1365.641,442.16,56.494,1.59007,0.02,1.0435,0.91308,0.94894,0.74239
D11,C,D11-C-0087,Immune-like,1065.735,825.314,82.584,0.02,0.3747,1.02564,0.75166,0.69496,0.82496
D11,C,D11-C-0088,Stromal-like,261.738,556.623,101.388,0.51781,1.85874,0.67125,0.14939,0.43256,0.8256
D11,C,D11-C-0089,Immune-like,460.441,332.021,29.811,0.10887,0.24655,1.42746,1.08702,0.94849,1.10309
D11,C,D11-C-0090,Stromal-like,176.334,661.343,187.424,0.60489,1.53041,0.36144,0.54108,0.69255,0.88561
D11,C,D11-C-0091,Epithelial-like,877.98,746.944,-35.064,1.69372,0.33481,1.39213,1.12458,1.15943,1.1876
D11,C,D11-C-0092,Stromal-like,1020.391,66.382,212.445,0.81297,1.36421,0.02,0.37462,0.32735,1.03427
D11,C,D11-C-0093,Epithelial-like,899.437,780.373,4.102,1.57985,0.38528,0.94134,0.96562,0.7709,1.00596
D11,C,D11-C-0094,Stromal-like,883.378,41.66,227.695,0.24678,1.76462,0.27697,0.27777,0.55131,1.48091
D11,C,D11-C-0095,Immune-like,1313.738,371.747,49.359,0.51911,0.60298,1.96455,1.29929,1.37419,0.68641
D11,C,D11-C-0096,Epithelial-like,851.49,706.646,-81.537,1.5993,0.15921,0.92257,0.82497,0.65458,1.03698
D11,C,D11-C-0097,Stromal-like,1344.545,611.726,52.911,0.60125,1.69121,1.11326,1.10134,0.70418,0.65026
D11,C,D11-C-0098,Immune-like,1078.202,467.347,-141.355,0.04714,0.28422,1.28337,0.85748,0.99154,0.82047
D11,C,D11-C-0099,Stromal-like,254.657,340.344,146.048,0.112,2.00017,0.49737,0.38409,0.40935,1.38661
D11,C,D11-C-0100,Epithelial-like,1534.144,531.325,164.218,2.14482,0.13555,0.47975,0.52677,0.5926,0.66589
D11,C,D11-C-0101,Stromal-like,1502.071,636.144,164.064,0.39455,1.84388,0.51121,0.68594,0.61906,0.83545
D11,C,D11-C-0102,Stromal-like,1065.07,153.583,125.976,0.28069,1.93588,0.59902,0.92813,0.63921,0.80563
D11,C,D11-C-0103,Epithelial-like,329.746,474.249,53.647,1.53039,0.02,1.20595,0.7032,0.71382,0.53604
D11,C,D11-C-0104,Stromal-like,1535.452,600.748,175.68,0.48466,1.5872,0.51984,0.58559,0.5259,1.23007
D11,C,D11-C-0105,Stromal-like,538.629,670.31,-24.519,0.17804,1.41296,0.72868,0.67829,0.59303,1.15961
D11,C,D11-C-0106,Stromal-like,486.2,867.981,172.047,0.17971,1.61612,0.50534,0.55519,0.45529,1.04342
D11,C,D11-C-0107,Immune-like,435.802,713.292,60.857,0.02,0.43608,1.45083,1.10164,1.19307,0.59732
D11,C,D11-C-0108,Stromal-like,284.554,531.365,83.052,0.57283,1.10558,0.68133,0.89968,0.48885,1.0351
D11,C,D11-C-0109,Immune-like,1153.983,343.017,-23.297,0.16341,0.569,1.66028,1.04135,0.89089,0.526
D11,C,D11-C-0110,Stromal-like,506.828,370.188,-21.292,0.20743,1.57315,0.62129,0.34696,0.57768,1.08787
D11,C,D11-C-0111,Epithelial-like,881.598,681.447,-108.975,1.60357,0.31613,1.00696,0.47645,0.85205,0.63783
D11,C,D11-C-0112,Stromal-like,917.242,745.094,-33.907,0.17784,1.99144,1.33171,0.85715,0.92367,1.01696
D11,C,D11-C-0113,Immune-like,1199.095,398.577,-34.439,0.116,0.29264,1.62717,1.25759,0.99086,1.11359
D11,C,D11-C-0114,Epithelial-like,527.219,616.249,-53.097,1.55413,0.07705,0.67622,1.01934,0.61861,1.01763
D11,C,D11-C-0115,Immune-like,1138.948,917.156,198.228,0.12083,0.17905,0.99815,0.54202,0.78355,0.50861
D11,C,D11-C-0116,Epithelial-like,800.109,810.707,38.417,1.65663,0.16325,1.39933,1.04026,0.57608,0.78217
D11,C,D11-C-0117,Epithelial-like,702.11,438.5,-175.145,1.51275,0.02,0.25001,0.53522,0.10598,1.27106
D11,C,D11-C-0118,Immune-like,397.437,615.237,27.243,0.11668,0.03048,1.62997,1.15408,1.2102,0.67427
D11,C,D11-C-0119,Immune-like,1206.628,744.731,56.685,0.02,0.15803,1.23244,1.15567,0.74358,0.62099
D11,C,D11-C-0120,Epithelial-like,893.304,377.715,-151.778,1.86076,0.36735,0.31998,0.21936,0.31927,1.10809
D11,C,D11-C-0121,Epithelial-like,240.716,566.517,117.231,1.84606,0.09223,0.60793,0.1913,0.31006,0.92664
D11,C,D11-C-0122,Stromal-like,1201.949,246.231,79.646,0.02,1.86879,0.77305,0.66047,0.69635,1.33585
D11,C,D11-C-0123,Stromal-like,1618.542,505.262,221.426,0.03988,1.8694,0.819,0.82935,0.92008,0.84026
D11,C,D11-C-0124,Immune-like,1207.674,423.746,-41.137,0.1746,0.5693,1.35008,0.85973,0.89765,0.91856
D11,C,D11-C-0125,Epithelial-like,599.004,367.24,-68.627,1.77179,0.05824,0.61133,0.64535,0.39826,1.32202
D11,C,D11-C-0126,Immune-like,367.722,662.722,68.142,0.19381,0.21092,1.27813,1.0335,0.55839,0.89603
D11,C,D11-C-0127,Epithelial-like,1035.895,579.657,-155.075,1.77016,0.02,0.52777,0.58638,0.84737,0.58481
D11,C,D11-C-0128,Epithelial-like,702.648,251.102,6.032,1.85685,0.34755,1.17704,1.18418,0.87389,1.35007
D11,C,D11-C-0129,Epithelial-like,820.846,647.432,-147.556,1.82304,0.31456,0.72926,0.77399,0.94889,1.01874
D11,C,D11-C-0130,Stromal-like,1236.627,130.565,201.002,0.38002,1.71211,0.21956,0.08907,0.43751,0.94279
D11,C,D11-C-0131,Immune-like,204.448,445.153,143.257,0.16192,0.02,1.24788,0.93022,1.07423,0.56152
D11,C,D11-C-0132,Epithelial-like,882.545,360.238,-133.362,1.65886,0.28874,0.31357,0.4352,0.58635,1.25925
D11,C,D11-C-0133,Epithelial-like,1470.933,481.863,121.497,1.93742,0.39373,0.41693,0.32215,0.54772,0.94904
D11,C,D11-C-0134,Epithelial-like,983.849,691.117,-79.69,1.63306,0.41416,0.40068,0.4983,0.33176,1.60122
D11,C,D11-C-0135,Immune-like,422.568,712.738,67.54,0.35035,0.02,1.34689,0.90026,0.72444,0.76328
D11,C,D11-C-0136,Stromal-like,187.823,770.574,236.648,0.26764,1.80405,0.46038,0.63631,0.63083,0.51469
D11,C,D11-C-0137,Stromal-like,1108.626,117.751,174.646,0.58279,2.06005,0.23253,0.51547,0.50554,0.7506
D11,C,D11-C-0138,Stromal-like,1358.077,655.547,80.302,0.02,1.46673,1.06531,0.78815,0.84967,0.68793
D11,C,D11-C-0139,Stromal-like,1123.976,122.422,173.74,0.22554,1.44458,0.7472,0.87093,0.94412,0.8032
D11,C,D11-C-0140,Stromal-like,315.121,760.516,158.958,0.55793,1.71826,0.64196,0.56795,0.5604,0.82486
D11,C,D11-C-0141,Immune-like,435.285,521.603,-20.643,0.48955,0.62043,1.82723,1.22937,0.81173,0.89784
D11,C,D11-C-0142,Stromal-like,1389.448,746.39,151.813,0.56595,1.43179,0.81434,0.7215,0.68016,0.85374
D11,C,D11-C-0143,Epithelial-like,1164.736,749.894,42.543,1.85081,0.02,0.45427,0.31064,0.49328,0.94266
D11,C,D11-C-0144,Immune-like,399.614,398.716,28.398,0.33518,0.08758,1.58496,0.88398,1.20515,0.10044
D11,C,D11-C-0145,Stromal-like,1368.654,761.262,150.765,0.26298,1.3153,0.48619,0.47002,0.58059,1.15135
D11,C,D11-C-0146,Immune-like,319.025,524.97,59.079,0.42521,0.5594,1.80151,1.46395,1.3477,0.51536
D11,C,D11-C-0147,Stromal-like,448.862,693.99,40.258,0.02,2.12191,1.25554,1.01523,0.75447,0.71154
D11,C,D11-C-0148,Stromal-like,1437.325,573.467,103.692,0.47756,1.68129,0.71453,0.90456,0.47675,0.81046
D11,C,D11-C-0149,Epithelial-like,489.573,570.837,-48.635,1.89625,0.02,1.25979,1.00146,0.99996,1.17509
D11,C,D11-C-0150,Stromal-like,950.583,170.848,86.509,0.45228,1.73494,0.92968,0.33077,0.86361,1.28146
D11,C,D11-C-0151,Epithelial-like,769.018,255.631,-10.671,1.93492,0.48573,1.01505,0.88006,0.86391,0.41209
D11,C,D11-C-0152,Stromal-like,1510.77,518.521,147.685,0.09647,1.72064,0.29145,0.27825,0.57945,0.82255
D11,C,D11-C-0153,Epithelial-like,195.057,640.499,167.467,1.65853,0.27401,0.56567,0.65849,0.78294,1.14958
D11,C,D11-C-0154,Epithelial-like,465.407,490.511,-40.651,1.62682,0.74188,0.90387,0.50967,0.68091,0.45663
D11,C,D11-C-0155,Epithelial-like,1122.912,552.942,-111.81,1.62326,0.39733,0.97904,0.93245,0.81446,0.95963
D11,C,D11-C-0156,Stromal-like,845.104,171.28,79.923,0.02,1.98592,1.09092,0.74775,0.94845,0.91551
D11,C,D11-C-0157,Stromal-like,1397.383,417.791,84.287,0.14629,1.98457,0.53973,0.52415,0.38,0.86028
D11,C,D11-C-0158,Stromal-like,1103.933,852.761,121.57,0.04833,1.77332,0.35156,0.54992,0.2897,0.63677
D11,C,D11-C-0159,Immune-like,418.125,588.975,4.119,0.13291,0.02,1.53616,1.19501,0.66845,0.44999
D11,C,D11-C-0160,Epithelial-like,567.232,702.936,-12.461,2.0424,0.17835,0.81929,0.4344,0.65448,0.92501
D11,C,D11-C-0161,Epithelial-like,868.344,680.232,-111.147,1.96899,0.19098,0.39146,0.4548,0.34037,0.75719
D11,C,D11-C-0162,Stromal-like,224.29,386.939,145.807,0.19309,1.21062,0.85588,0.6505,0.68857,0.04786
D11,C,D11-C-0163,Epithelial-like,1235.684,409.7,-17.293,1.49921,0.35641,1.22079,1.21565,0.66748,0.99262
D11,C,D11-C-0164,Epithelial-like,787.356,503.502,-261.462,1.59745,0.62929,0.60139,0.7525,0.56555,1.13283
D11,C,D11-C-0165,Stromal-like,727.7,76.503,194.681,0.30129,1.69615,0.4528,0.65811,0.5194,1.33241
D11,C,D11-C-0166,Immune-like,675.255,646.722,-108.877,0.05382,0.41512,1.39136,0.95517,1.02231,0.82613
D11,C,D11-C-0167,Immune-like,664.92,738.488,-16.061,0.40811,0.14061,1.85887,1.18127,0.91835,1.10305
D11,C,D11-C-0168,Stromal-like,1467.033,646.723,145.279,0.29169,1.63267,0.421,0.36847,0.60058,0.77958
D11,C,D11-C-0169,Immune-like,331.904,365.356,86.079,0.46218,0.52903,1.18561,0.65376,0.6695,0.96112
D11,C,D11-C-0170,Immune-like,350.896,463.328,40.942,0.20753,0.02,1.39812,1.04917,1.08245,1.21885
D11,C,D11-C-0171,Immune-like,247.616,340.061,150.549,0.10243,0.05292,0.82323,0.65164,0.42235,1.34909
D11,C,D11-C-0172,Epithelial-like,702.363,567.551,-184.574,1.83897,0.50721,0.55976,0.48159,0.36095,1.15026
D11,C,D11-C-0173,Epithelial-like,1376.361,667.75,97.629,1.55043,0.13745,0.53298,0.49599,1.15985,1.32261
D11,C,D11-C-0174,Epithelial-like,1253.806,158.09,181.224,1.49788,0.32257,0.61411,0.68853,0.55206,0.83653
D11,C,D11-C-0175,Stromal-like,1073.645,326.06,-45.857,0.46476,1.92414,1.20531,0.99469,0.5814,0.6021
D11,C,D11-C-0176,Stromal-like,282.018,537.929,85.321,0.04224,1.32108,0.60157,0.63357,0.42726,1.195
D11,C,D11-C-0177,Stromal-like,1305.988,335.489,64.96,0.16951,1.7398,1.02639,0.86209,0.52395,0.86828
D11,C,D11-C-0178,Stromal-like,329.445,247.485,159.881,0.52044,1.73065,0.46799,0.5421,0.33711,0.64157
D11,C,D11-C-0179,Epithelial-like,1420.88,443.441,93.262,1.80211,0.02,0.94866,0.6683,0.93824,1.48746
D11,C,D11-C-0180,Stromal-like,556.765,873.984,154.804,0.02,1.68684,1.11423,0.88382,0.53659,1.15112
D11,C,D11-C-0181,Stromal-like,1038.417,875.543,129.975,0.28901,1.59753,0.43588,0.2165,0.22521,0.74985
D11,C,D11-C-0182,Immune-like,1172.968,722.179,22.215,0.03036,0.02,1.20234,1.1584,0.62645,1.07468
D11,C,D11-C-0183,Immune-like,976.094,752.512,-16.202,0.02,0.54628,1.65618,1.09312,0.84458,0.81488
D11,C,D11-C-0184,Stromal-like,1356.206,285.367,125.549,0.33913,1.80945,0.59492,0.22267,0.58301,0.96079
D11,C,D11-C-0185,Stromal-like,1491.413,420.837,145.857,0.49544,1.59273,0.55204,0.58344,0.54092,1.03754
D11,C,D11-C-0186,Epithelial-like,748.153,408.754,-170.452,1.90253,0.38537,0.25461,0.53678,0.04,0.40111
D11,C,D11-C-0187,Immune-like,162.626,711.959,218.762,0.02,0.37877,1.11993,0.73162,0.59697,1.0213
D11,C,D11-C-0188,Stromal-like,1473.365,627.74,142.435,0.16076,1.74326,1.37204,0.88892,0.71695,0.45438
D11,C,D11-C-0189,Stromal-like,431.983,849.335,175.279,0.48198,2.005,0.67354,0.9145,0.79032,0.92652
D11,C,D11-C-0190,Stromal-like,491.958,161.426,160.877,0.48171,1.80279,0.80897,0.5777,0.63489,0.0936
D11,C,D11-C-0191,Immune-like,807.159,759.098,-20.417,0.02,0.34257,1.5335,1.1741,1.06481,0.914
D11,C,D11-C-0192,Immune-like,1203.189,306.722,29.485,0.49646,0.27067,1.72139,1.04731,0.90909,1.15947
D11,C,D11-C-0193,Stromal-like,868.861,149.048,105.376,0.27664,1.63371,0.98692,0.70761,0.57965,0.60414
D11,C,D11-C-0194,Stromal-like,1004.341,296.67,-40.533,0.02,1.99132,1.70391,1.44204,1.3272,1.22408
D11,C,D11-C-0195,Immune-like,935.413,813.568,44.889,0.60455,0.20244,1.70626,1.06637,1.12306,1.05044
D11,C,D11-C-0196,Epithelial-like,560.913,569.319,-95.836,1.88827,0.22473,0.90635,0.90925,0.54947,1.01818
D11,C,D11-C-0197,Epithelial-like,892.597,800.561,26.47,1.74592,0.02,1.03449,1.03328,0.88886,0.80746
D11,C,D11-C-0198,Stromal-like,1595.73,622.492,221.527,0.13267,1.76139,0.76755,0.61525,0.64285,0.76486
D11,C,D11-C-0199,Epithelial-like,555.244,716.053,4.169,1.60275,0.79615,0.95516,0.75905,0.7577,1.24422
D11,C,D11-C-0200,Stromal-like,154.566,771.846,256.624,0.56437,2.03032,0.57845,0.9421,0.73675,0.58533
D11,C,D11-C-0201,Immune-like,1033.787,765.098,11.036,0.02,0.35596,1.88098,1.61479,1.31723,0.89795
D11,C,D11-C-0202,Stromal-like,306.583,398.734,88.093,0.02,1.64812,0.62051,0.45706,0.51927,1.35883
D11,C,D11-C-0203,Immune-like,1052.561,574.286,-148.202,0.02,0.02,1.226,1.13385,0.7487,0.74074
D11,C,D11-C-0204,Stromal-like,946.499,844.3,80.593,0.67563,1.64951,0.48799,0.54809,0.42983,0.8999
D11,C,D11-C-0205,Stromal-like,1409.285,666.416,117.3,0.0777,1.97623,0.80841,0.88287,0.5685,1.00928
D11,C,D11-C-0206,Stromal-like,1222.577,253.486,82.415,0.03949,1.83513,0.89189,0.6582,0.60854,1.00306
D11,C,D11-C-0207,Stromal-like,1266.78,493.01,-18.882,0.45629,1.64593,1.51595,1.16935,1.50005,0.97658
D11,C,D11-C-0208,Immune-like,479.677,336.355,16.361,0.28286,0.02,1.57862,0.7599,1.13811,1.04655
D11,C,D11-C-0209,Immune-like,1134.652,297.327,5.513,0.19583,0.3972,1.26652,1.06277,0.49648,1.22744
D11,C,D11-C-0210,Immune-like,1059.644,267.332,5.904,0.02,0.02,1.69337,1.0363,1.15116,1.00305
D11,C,D11-C-0211,Immune-like,622.809,115.077,169.989,0.02,0.15,1.48543,1.09199,1.63983,0.78965
D11,C,D11-C-0212,Immune-like,349.805,503.415,37.681,0.02274,0.17282,1.66507,1.30727,1.04579,0.86412
D11,C,D11-C-0213,Epithelial-like,577.499,576.472,-103.65,1.69293,0.15755,0.45081,0.27323,0.2259,1.39756
D11,C,D11-C-0214,Stromal-like,1103.442,854.396,123.13,0.40985,1.80379,0.15978,0.45579,0.33578,0.99126
D11,C,D11-C-0215,Epithelial-like,1188.175,668.197,-11.797,1.67112,0.07609,1.32674,0.9861,0.98578,1.20098
D11,C,D11-C-0216,Stromal-like,315.706,427.272,72.837,0.15258,2.09551,1.08984,0.74055,0.53569,1.39284
D11,C,D11-C-0217,Epithelial-like,817.907,483.616,-267.824,1.2698,0.14645,0.03259,0.13892,0.42885,0.84168
D11,C,D11-C-0218,Epithelial-like,750.615,492.319,-234.024,1.84577,0.18345,0.47148,0.65032,0.20455,0.45467
D11,C,D11-C-0219,Immune-like,154.669,675.417,207.008,0.44877,0.21892,1.01181,0.69023,0.81282,0.76941
D11,C,D11-C-0220,Epithelial-like,574.227,370.699,-58.554,1.26987,0.02,1.1813,0.85362,1.03291,0.59972
D11,C,D11-C-0221,Epithelial-like,310.066,551.157,67.764,1.70035,0.30305,1.06562,0.61217,0.61236,1.04746
D11,C,D11-C-0222,Epithelial-like,1191.134,751.155,55.128,1.90529,0.03647,1.07549,0.57704,0.95053,0.61777
D11,C,D11-C-0223,Immune-like,630.762,814.578,72.282,0.72905,0.31662,1.52566,0.90315,1.06584,0.94946
D11,C,D11-C-0224,Stromal-like,1463.183,682.52,158.491,0.57832,1.92226,0.7748,0.61358,0.72328,0.94239
D11,C,D11-C-0225,Epithelial-like,985.311,887.958,134.384,1.51106,0.12085,0.8199,0.77391,0.59932,0.71054
D11,C,D11-C-0226,Stromal-like,1551.502,693.49,218.773,0.05207,1.68187,0.33467,0.63355,0.64394,1.20649
D11,C,D11-C-0227,Immune-like,1106.913,311.776,-19.161,0.2131,0.54158,1.73321,1.09328,1.02443,1.28456
D11,C,D11-C-0228,Epithelial-like,826.714,557.756,-248.437,1.61306,0.30467,0.93141,0.30554,0.81139,0.46501
D11,C,D11-C-0229,Stromal-like,1258.158,177.543,164.98,0.25637,2.06054,0.45077,0.83947,0.43038,0.87556
D11,C,D11-C-0230,Epithelial-like,1004.92,632.737,-129.751,1.36253,0.39364,0.55323,0.3106,0.53996,1.25395
D11,C,D11-C-0231,Immune-like,1202.529,691.176,12.316,0.02,0.02,1.72231,1.27084,0.99286,1.08576
D11,C,D11-C-0232,Stromal-like,544.985,684.721,-16.789,0.58757,1.57156,0.9588,0.71257,0.63591,1.03812
D11,C,D11-C-0233,Immune-like,538.68,687.586,-11.415,0.06227,0.63718,1.33684,1.09989,1.09169,0.75019
D11,C,D11-C-0234,Immune-like,1317.871,395.133,41.024,0.02171,0.23429,1.65561,1.13766,1.2589,1.20292
D11,C,D11-C-0235,Epithelial-like,970.266,344.622,-99.81,1.73418,0.56471,0.99967,0.72481,0.83617,0.85234
D11,C,D11-C-0236,Stromal-like,1236.085,590.486,-25.188,0.06413,1.50027,1.38184,1.32913,0.54145,1.27402
D11,C,D11-C-0237,Immune-like,1118.992,284.337,10.76,0.25338,0.48856,1.34928,1.0008,0.45923,0.99785
D11,C,D11-C-0238,Immune-like,507.772,610.277,-44.367,0.41496,0.3566,1.1848,1.33944,1.09879,0.98168
D11,C,D11-C-0239,Immune-like,625.1,778.643,36.939,0.30806,0.02,1.65181,0.98911,1.2333,1.29689
D11,C,D11-C-0240,Immune-like,881.053,762.64,-17.122,0.02,0.02,2.06328,1.42686,1.44691,1.2844
D11,C,D11-C-0241,Stromal-like,1565.239,544.074,186.417,0.02,1.45122,0.46303,0.60419,0.29203,1.18458
D11,C,D11-C-0242,Immune-like,715.386,262.447,-8.965,0.40078,0.72369,1.55482,1.08745,1.16647,1.12358
D11,C,D11-C-0243,Stromal-like,156.877,632.138,189.614,0.25034,1.71901,0.40498,0.74564,0.40488,0.59241
D11,C,D11-C-0244,Immune-like,874.324,234.139,8.921,0.44889,0.36836,1.234,1.18362,0.64619,0.52782
D11,C,D11-C-0245,Epithelial-like,764.858,367.988,-133.409,1.6867,0.52344,0.17638,0.06113,0.12429,0.84232
D11,C,D11-C-0246,Stromal-like,1518.404,714.741,208.538,0.34539,1.65297,0.02,0.02,0.38582,0.88149
D11,C,D11-C-0247,Stromal-like,1567.859,665.887,217.622,0.11987,1.87352,0.90014,1.24003,1.02075,1.27121
D11,C,D11-C-0248,Immune-like,649.802,602.244,-132.401,0.39225,0.29662,0.96604,0.43174,0.31171,1.0506
D11,C,D11-C-0249,Epithelial-like,858.651,307.739,-75.082,1.40812,0.02,0.66757,0.6539,0.75245,0.7225
D11,C,D11-C-0250,Stromal-like,1285.454,245.185,118.69,0.22684,1.55048,0.56999,0.23346,0.68765,1.21263
D11,C,D11-C-0251,Stromal-like,899.742,907.133,147.571,0.40631,1.94131,1.10415,1.02205,0.93163,1.10135
D11,C,D11-C-0252,Stromal-like,1422.206,368.468,118.638,0.11005,1.92851,0.59423,0.63812,0.76971,0.75154
D11,C,D11-C-0253,Immune-like,415.502,362.234,36.705,0.17357,0.02,1.73763,1.18438,0.96631,1.48794
D11,C,D11-C-0254,Epithelial-like,837.951,733.071,-51.376,1.86034,0.25689,1.09211,1.25834,0.86232,0.49641
D11,C,D11-C-0255,Stromal-like,186.441,451.115,154.392,0.42095,1.39569,0.32279,0.5822,0.30636,1.14386
D11,C,D11-C-0256,Stromal-like,209.249,563.978,138.136,0.02,2.13733,0.67906,0.78872,0.29468,1.171
D11,C,D11-C-0257,Immune-like,1191.989,744.14,49.486,0.32908,0.37233,1.45879,0.92711,0.80107,0.96359
D11,C,D11-C-0258,Stromal-like,247.361,441.666,115.007,0.02,1.72892,0.23341,0.38459,0.16058,1.16844
D11,C,D11-C-0259,Immune-like,764.898,879.931,119.398,0.22736,0.29684,1.2996,1.29101,0.90633,0.96731
D11,C,D11-C-0260,Epithelial-like,840.355,633.954,-163.988,1.40695,0.02,0.75625,0.45577,0.56828,0.54295
D11,C,D11-C-0261,Stromal-like,265.824,645.146,123.581,0.02,1.51396,0.85981,0.77442,0.42483,1.12799
D11,C,D11-C-0262,Epithelial-like,1043.647,583.138,-148.477,1.72037,0.31513,0.34018,0.31659,0.37847,0.97447
D11,C,D11-C-0263,Stromal-like,838.701,194.886,53.168,0.23786,1.64054,0.81776,0.47855,0.81713,0.9725
D11,C,D11-C-0264,Stromal-like,1221.334,320.175,28.495,0.02,1.62623,1.47845,1.18932,0.89746,1.06966
D11,C,D11-C-0265,Stromal-like,562.659,584.973,-90.542,0.41576,1.40476,0.67153,0.58159,0.48788,0.99687
D11,C,D11-C-0266,Epithelial-like,787.007,456.178,-230.152,1.42026,0.34716,0.48661,0.55413,0.18702,1.01835
D11,C,D11-C-0267,Epithelial-like,1145.134,394.813,-64.175,1.77773,0.1193,1.23103,0.88304,0.711,0.4618
D11,C,D11-C-0268,Stromal-like,365.193,317.784,92.46,0.08735,1.29976,1.00914,0.6031,0.30132,1.07447
D11,C,D11-C-0269,Stromal-like,967.874,146.954,115.377,0.03028,1.54959,0.46411,0.70033,0.49034,0.75442
D11,C,D11-C-0270,Stromal-like,1387.582,360.103,100.698,0.55148,1.53988,0.45305,0.40491,0.8695,0.82707
D11,C,D11-C-0271,Stromal-like,581.527,231.677,60.848,0.49703,1.70667,0.66117,0.39725,0.73135,0.5299
D11,C,D11-C-0272,Stromal-like,194.909,490.982,144.213,0.10565,1.85719,0.38743,0.46945,0.47712,1.0006
D11,C,D11-C-0273,Epithelial-like,493.23,447.181,-50.423,1.86566,0.04694,0.87726,0.69496,0.81009,0.79179
D11,C,D11-C-0274,Stromal-like,764.313,159.494,97.603,0.46029,1.60287,0.91856,0.61319,1.08164,1.1841
D11,C,D11-C-0275,Immune-like,377.451,595.992,33.094,0.17438,0.57133,1.63114,1.10881,1.24933,0.30555
D11,C,D11-C-0276,Stromal-like,1379.642,395.995,80.207,0.31273,1.4959,0.93099,0.70332,0.9014,1.32247
D11,C,D11-C-0277,Immune-like,1297.397,321.003,69.205,0.02,0.52033,1.51172,1.02015,1.02107,1.21744
D11,C,D11-C-0278,Stromal-like,1086.095,69.07,221.505,0.02,1.5967,0.77041,0.85011,0.80919,1.22593
D11,C,D11-C-0279,Epithelial-like,1448.573,547.999,107.249,1.35193,0.16959,1.15989,0.80998,0.86032,0.38334
D11,C,D11-C-0280,Epithelial-like,639.785,310.856,-36.778,2.00288,0.4532,1.29129,0.61667,0.79033,1.02191
D11,C,D11-C-0281,Immune-like,426.558,577.374,-5.036,0.37211,0.24567,1.48952,1.0278,1.17345,0.7116
D11,C,D11-C-0282,Stromal-like,1110.271,899.135,171.78,0.51629,1.58278,0.75091,0.7049,1.03971,1.05908
D11,C,D11-C-0283,Immune-like,237.422,331.644,160.962,0.09713,0.05987,0.98762,0.92142,1.08592,1.145
D11,C,D11-C-0284,Epithelial-like,1132.562,398.555,-73.712,1.9924,0.20411,0.67005,0.59259,0.57177,1.14353
D11,C,D11-C-0285,Epithelial-like,1343.456,605.15,49.857,1.74348,0.18373,0.6689,0.86876,0.37738,1.00264
D11,C,D11-C-0286,Stromal-like,1067.239,918.757,182.746,0.02,2.0474,0.1452,0.1917,0.50296,0.73428
D11,C,D11-C-0287,Immune-like,796.649,746.284,-34.02,0.02,0.2905,1.63717,1.09726,1.12938,0.80931
D11,C,D11-C-0288,Stromal-like,228.808,555.134,123.554,0.02,1.55743,0.56074,0.2886,0.48315,1.20094
D11,C,D11-C-0289,Stromal-like,714.185,171.628,90.606,0.36056,1.81053,0.5943,0.49784,0.67273,1.25305
D11,C,D11-C-0290,Stromal-like,1508.61,408.621,160.581,0.54033,1.65926,0.50242,0.88931,0.75716,1.08571
D11,C,D11-C-0291,Epithelial-like,790.945,402.851,-176.697,1.98664,0.43263,0.75953,0.80244,0.45605,1.02556
D11,C,D11-C-0292,Stromal-like,1001.818,137.883,130.458,0.62957,1.77736,0.71509,0.51822,0.75432,0.79619
D11,C,D11-C-0293,Stromal-like,191.043,799.327,253.395,0.37326,1.585,0.45798,0.73169,0.63541,1.2881
D11,C,D11-C-0294,Stromal-like,169.58,722.944,220.119,0.32979,1.82504,0.49139,0.29944,0.24254,0.55531
D11,C,D11-C-0295,Epithelial-like,748.166,546.779,-223.687,1.82015,0.18233,0.43624,0.48859,0.47193,0.82883
D11,C,D11-C-0296,Immune-like,450.951,368.11,12.336,0.07536,0.67552,1.65722,1.14621,1.36835,0.97904
D11,C,D11-C-0297,Epithelial-like,978.668,552.603,-204.449,1.43563,0.02,0.41796,0.27453,0.15593,0.31499
D11,C,D11-C-0298,Epithelial-like,798.038,544.642,-251.93,1.54501,0.02,0.49198,0.39942,0.37851,0.97782
D11,C,D11-C-0299,Stromal-like,231.169,303.6,179.424,0.02,1.83271,0.29836,0.54576,0.51878,0.98034
